ID	NAME	logFC: WT NaCl response	FDR: WT NaCl response	logFC: msn24 mutant NaCl response	FDR: msn24 mutant NaCl response	logFC: yap1 mutant NaCl response	FDR: yap1 mutant NaCl response	logFC: skn7 mutant NaCl response	FDR: skn7 mutant NaCl response	logFC: WT EtOH response	FDR: WT EtOH response	logFC:  msn24 mutant EtOH response	FDR:  msn24 mutan  EtOH response	logFC:  yap1 mutant EtOH response	FDR:  yap1 mutant EtOH response	logFC:  skn7 mutant EtOH response	FDR:  skn7 mutant EtOH response	logFC: WT v msn24 mutant: NaCl response	FDR: WT v msn24 mutant: NaCl response	logFC: WT v yap1 mutant: NaCl response	FDR: WT v yap1 mutant: NaCl response	logFC: WT v skn7 mutant: NaCl response	FDR: WT v skn7 mutant NaCl response	logFC: WT v msn24 mutant: EtOH response	FDR: WT v msn24 mutant: EtOH response	logFC: WT v yap1 mutant: EtOH response	FDR: WT v yap1 mutant: EtOH response	logFC: WT v skn7 mutant: EtOH response	FDR: WT v skn7 mutant: EtOH response
YGR184C	UBR1          E3 ubiquitin ligase (N-recognin)	0.44564052	8.55E-07	0.32668058	0.000136182	0.104129773	0.205960461	0.140824406	0.088813417	0.670772731	4.96E-11	0.667137809	6.93E-11	0.495441349	8.92E-08	0.540585902	1.26E-08	-0.118959941	0.629888729	-0.341510748	0.016454087	-0.304816115	0.025692128	-0.003634922	0.985495283	-0.175331382	0.34899162	-0.130186829	0.509607076
YGR185C	TYS1          Cytoplasmic tyrosyl-tRNA synthetase	-0.8631103	4.67E-15	-0.986620704	6.86E-17	-0.476224066	6.24E-08	-0.4669848	1.15E-07	-0.594596833	2.15E-10	-0.291360528	0.000248311	-0.502279526	1.45E-08	-0.421724795	6.26E-07	-0.123510357	0.574409194	0.386886281	0.003402129	0.396125547	0.001962248	0.303236305	0.018379441	0.092317307	0.65464956	0.172872038	0.306603351
YGR186W	TFG1          TFIIF (Transcription Factor II) largest subunit	0.09591641	0.51334247	-0.003246713	0.983214771	-0.263268196	0.072212459	-0.244848177	0.097164434	-0.115988494	0.42653193	-0.117066694	0.427129185	-0.187156115	0.194170006	-0.076307294	0.606674815	-0.099163121	0.874326669	-0.359184604	0.179429774	-0.340764585	0.177527163	-0.001078199	0.998565949	-0.07116762	0.87945912	0.0396812	0.931911619
YGR187C	HGH1          Chaperone protein for translation factor eEF2	-1.916206	1.81E-16	-2.387796464	2.88E-19	-2.463596573	1.38E-19	-1.730405626	8.72E-15	-2.837899736	7.67E-22	-2.259147038	8.14E-19	-3.12067521	4.13E-23	-2.759162666	1.27E-21	-0.471590504	0.154756746	-0.547390613	0.043226997	0.185800335	0.51583764	0.578752698	0.027761969	-0.282775474	0.46523859	0.07873707	0.868382377
YGR188C	BUB1          Protein kinase involved in the cell cycle checkpoint into anaphase	-0.5257977	0.00027988	-0.693114758	5.97E-06	-0.372980617	0.0081586	-0.246241742	0.074703371	-1.528924804	6.84E-14	-1.299953179	3.34E-12	-1.653729464	6.67E-15	-1.475376229	6.05E-14	-0.167317079	0.715516136	0.152817063	0.602465025	0.279555937	0.251740926	0.228971625	0.418833309	-0.12480466	0.77334003	0.053548575	0.909922923
YGR189C	CRH1          Chitin transglycosylase	2.55229044	9.87E-24	2.691072039	3.06E-24	2.29938738	3.67E-22	1.364551086	1.34E-14	-0.969463039	1.27E-10	-0.361150866	0.003393318	-1.318592793	1.61E-14	-1.146064147	1.14E-12	0.138781595	0.730703361	-0.252903064	0.265861816	-1.187739357	9.39E-08	0.608312172	0.00262156	-0.349129754	0.18054864	-0.176601108	0.556415482
YGR191W	HIP1          High-affinity histidine permease	0.26769237	0.047714	0.033062556	0.817919306	0.393518806	0.004412703	0.204316933	0.138582966	-0.345773439	0.011058311	-0.843769691	7.44E-08	-0.469354889	0.000773384	-0.992063345	1.56E-09	-0.234629816	0.535090372	0.125826434	0.665937521	-0.063375439	0.828853741	-0.497996252	0.031367275	-0.12358145	0.75298519	-0.646289906	0.014029521
YGR192C	"TDH3          Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 3"	0.71482721	6.90E-05	0.64274415	0.000280758	1.121448281	2.06E-08	0.594562247	0.000794088	0.988672838	2.45E-07	0.600476173	0.000634357	0.844136226	4.63E-06	0.407704012	0.016362637	-0.07208306	0.924335938	0.40662107	0.193476141	-0.120264964	0.731601537	-0.388196664	0.205465202	-0.144536612	0.76684085	-0.580968825	0.092347489
YGR193C	PDX1          E3-binding protein of the mitochondrial pyruvate dehydrogenase complex	-0.331788	4.98E-05	-0.354730485	2.04E-05	-0.183517862	0.018509789	-0.123358668	0.1153823	0.631141023	4.11E-11	0.57828621	5.12E-10	0.720235998	8.49E-13	0.751502035	2.37E-13	-0.022942436	0.957889287	0.148270187	0.316803777	0.20842938	0.115365267	-0.052854814	0.753306022	0.089094974	0.66942855	0.120361012	0.514409086
YGR194C	XKS1          Xylulokinase	2.37383676	7.65E-25	2.007182131	3.59E-21	2.009717692	3.96E-22	1.888721926	1.78E-20	3.808642125	6.76E-33	2.724884356	1.06E-26	3.92691175	1.73E-33	3.698262011	2.54E-32	-0.366654632	0.139024982	-0.364119072	0.063047346	-0.485114838	0.009450552	-1.083757769	1.05E-07	0.118269625	0.69333001	-0.110380114	0.705034322
YGR195W	SKI6          Exosome non-catalytic core component	-1.2376405	3.56E-14	-1.162490706	3.35E-13	-1.48594051	3.63E-16	-1.147358074	9.42E-13	-0.896602171	2.68E-10	-0.502828054	3.59E-05	-0.921559838	1.83E-10	-0.718730765	5.30E-08	0.075149792	0.887265031	-0.248300012	0.266722351	0.090282424	0.705394328	0.393774117	0.045764651	-0.024957668	0.9503	0.177871406	0.528468663
YGR196C	FYV8          Protein of unknown function	0.68889318	6.67E-06	0.597981949	5.59E-05	0.261512625	0.06548689	0.038560905	0.801676115	0.814779953	2.71E-07	0.768658327	6.41E-07	0.458817517	0.001330436	0.775181639	4.43E-07	-0.090911233	0.886563828	-0.427380557	0.092259975	-0.650332277	0.005878511	-0.046121626	0.889048145	-0.355962436	0.25405699	-0.039598314	0.928176127
YGR197C	SNG1          Protein involved in resistance to nitrosoguanidine and 6-azauracil	0.73596917	2.61E-06	0.411649936	0.005299664	0.746770205	2.97E-06	0.461639698	0.001762571	0.97575594	6.18E-09	0.318390606	0.028489538	0.809414023	5.05E-07	0.408452582	0.004423841	-0.324319231	0.365486867	0.010801039	0.978121277	-0.274329469	0.280881545	-0.657365333	0.006269412	-0.166341917	0.67178126	-0.567303358	0.043808124
YGR198W	YPP1          Cargo-transport protein involved in endocytosis	-0.5888543	3.03E-09	-0.543736922	2.28E-08	-0.612496835	1.44E-09	-0.385140496	1.98E-05	-0.157992581	0.054437455	-0.175141649	0.034716115	-0.393356226	1.02E-05	-0.218232881	0.008653163	0.045117359	0.905488823	-0.023642554	0.910390335	0.203713785	0.157135815	-0.017149068	0.928662503	-0.235363645	0.18813492	-0.0602403	0.797840768
YGR199W	PMT6          Protein O-mannosyltransferase	0.55998325	1.74E-07	0.646068417	8.02E-09	0.871903935	3.41E-12	0.555473027	2.99E-07	0.391673696	8.04E-05	0.419768717	3.27E-05	0.501201934	1.62E-06	0.313077141	0.001252386	0.086085165	0.809211564	0.311920684	0.063623238	-0.004510224	0.982765957	0.028095022	0.900744997	0.109528239	0.6733848	-0.078596555	0.766893946
YGR200C	ELP2          Subunit of Elongator complex	-0.5785243	1.65E-08	-0.790627894	5.72E-12	-0.851444139	7.63E-13	-0.193783423	0.029601238	-1.825963904	3.53E-24	-1.445456648	1.81E-20	-2.074236663	4.48E-26	-1.7491638	1.83E-23	-0.212103629	0.321477081	-0.272919874	0.083168517	0.384740842	0.008589144	0.380507256	0.010624262	-0.248272759	0.20093968	0.076800103	0.755860483
YGR201C	YGR201C          Putative protein of unknown function	2.67293227	7.64E-17	1.565328254	3.34E-09	3.389390152	1.16E-19	2.185906667	1.67E-13	0.520313212	0.019446326	-1.252684646	1.14E-05	1.427837828	4.07E-08	0.305168742	0.177328938	-1.107604019	0.005773927	0.716457879	0.058373621	-0.487025605	0.186192311	-1.772997858	2.32E-05	0.907524616	0.04424139	-0.21514447	0.720548596
YGR202C	PCT1          Cholinephosphate cytidylyltransferase	-0.5043854	2.95E-05	-0.432887142	0.000286654	-0.196275342	0.083377956	-0.092207213	0.42986156	0.663292323	1.25E-07	0.899947336	9.05E-11	0.682095659	6.81E-08	0.795095845	1.81E-09	0.071498228	0.890004425	0.308110028	0.133713736	0.412178157	0.029441049	0.236655013	0.243027664	0.018803337	0.96320293	0.131803523	0.645655939
YGR203W	YCH1          Phosphatase with sequence similarity to Mih1p	0.44617734	0.08156958	0.686024416	0.008732441	0.613300713	0.022793598	0.649143633	0.013723444	-1.454563458	3.41E-06	-1.600243122	5.66E-07	-1.190399429	0.000120465	-1.58856948	6.38E-07	0.239847076	0.802157684	0.167123373	0.780908381	0.202966294	0.698391099	-0.145679664	0.825095197	0.264164029	0.75625974	-0.134006022	0.883518169
YGR204W	ADE3          Cytoplasmic trifunctional enzyme	-0.2826652	0.02025541	0.044396309	0.727369957	-0.102173845	0.409563462	-0.347125446	0.00535392	-0.104501442	0.388156451	0.375461285	0.002487912	-0.180802669	0.132198045	-0.259482848	0.032209155	0.327061467	0.242608098	0.180491313	0.458793134	-0.064460288	0.801852248	0.479962727	0.01929274	-0.076301227	0.83868698	-0.154981406	0.617978321
YGR205W	TDA10          ATP-binding protein of unknown function	0.55994219	1.54E-05	0.447571261	0.000606989	0.64700405	2.30E-06	0.482457396	0.000201246	1.769694241	2.05E-19	1.182006261	4.94E-13	2.419590229	3.45E-24	1.798340147	1.29E-19	-0.11237093	0.809648704	0.08706186	0.751344248	-0.077484794	0.759264967	-0.58768798	0.003340916	0.649895987	0.00393664	0.028645905	0.939831346
YGR206W	MVB12          ESCRT-I subunit required to stabilize ESCRT-I core complex oligomers	0.22847049	0.25341402	0.188750299	0.355713278	0.093875824	0.661976273	-0.080449799	0.715990165	0.403533279	0.042405789	0.448431364	0.023527353	0.502527266	0.012941172	0.366317076	0.064885647	-0.039720192	0.973166732	-0.134594666	0.771899977	-0.308920289	0.409135589	0.044898085	0.922512321	0.098993987	0.87873034	-0.037216203	0.955712681
YGR207C	CIR1          Mitochondrial protein that interacts with frataxin (Yfh1p)	-0.3545551	0.01471075	-0.548890089	0.00032244	-0.314850897	0.031718694	-0.738034037	5.68E-06	0.167925428	0.237104182	0.327093886	0.022088061	0.105683693	0.463828582	0.263844218	0.062011379	-0.194334945	0.671395726	0.039704248	0.914181866	-0.383478893	0.126288801	0.159168458	0.586808774	-0.062241736	0.89516244	0.09591879	0.81699677
YGR208W	SER2          Phosphoserine phosphatase of the phosphoglycerate pathway	-1.3620131	6.26E-19	-1.076538499	1.67E-15	-1.442666802	1.42E-19	-1.098565454	1.35E-15	-1.235712734	1.02E-17	-0.896479984	3.14E-13	-1.389594747	2.00E-19	-1.267789788	3.02E-18	0.285474614	0.151090345	-0.080653688	0.689160959	0.26344766	0.090143567	0.33923275	0.02887762	-0.153882014	0.49221962	-0.032077055	0.914899299
YGR209C	TRX2          Cytoplasmic thioredoxin isoenzyme	0.74568742	1.48E-06	0.625464181	3.19E-05	2.241644389	7.14E-19	1.383908854	1.98E-12	0.777887344	6.07E-07	0.185475685	0.190694184	1.467191841	4.22E-13	1.085475163	7.40E-10	-0.120223241	0.821638678	1.495956966	1.10E-07	0.638221432	0.007340061	-0.59241166	0.012028323	0.689304497	0.01502709	0.307587819	0.336968055
YGR210C	YGR210C          Putative protein of unknown function	-0.4790099	2.18E-05	-0.695597553	1.98E-08	-0.6240854	2.42E-07	-0.268559965	0.012726909	-0.135572458	0.1930377	-0.279614726	0.008443868	-0.576483764	9.09E-07	-0.536462126	3.25E-06	-0.216587609	0.430679944	-0.145075456	0.500371973	0.210449979	0.261183093	-0.144042268	0.490507131	-0.440911306	0.03594393	-0.400889669	0.058665073
YGR211W	ZPR1          Chaperone with two zinc fingers essential for eEF1A biogenesis	-0.8951759	1.13E-11	-0.958048899	1.80E-12	-1.844614111	2.00E-21	-0.925254832	8.88E-12	-2.839299513	3.17E-28	-3.15965016	1.77E-29	-3.276957589	3.48E-30	-3.33152056	2.66E-30	-0.062873039	0.890047787	-0.949438251	1.03E-06	-0.030078971	0.893752259	-0.320350647	0.081394473	-0.437658076	0.03900951	-0.492221047	0.017304931
YGR212W	SLI1          N-acetyltransferase	-0.228446	0.11731082	-0.296713781	0.047313351	-0.432085624	0.005906175	-0.218179992	0.16252859	0.573511707	0.000122339	0.80138439	4.46E-07	0.915676728	3.32E-08	1.19975336	3.34E-11	-0.068267762	0.919494428	-0.203639605	0.506154371	0.010266027	0.976342457	0.227872683	0.407552534	0.342165021	0.29154251	0.626241653	0.024493486
YGR213C	RTA1          Protein involved in 7-aminocholesterol resistance	1.44211204	7.50E-07	2.153142887	2.01E-10	1.161107913	2.86E-05	0.597792455	0.015522905	-0.153384328	0.600733978	1.0084817	0.000573139	-1.232739939	0.000117482	-1.65321665	1.04E-07	0.711030849	0.260851932	-0.281004125	0.610899068	-0.844319582	0.046878244	1.161866029	0.016475906	-1.079355611	0.07382332	-1.499832321	0.005656241
YGR214W	RPS0A          Ribosomal 40S subunit protein S0A	-1.8285873	5.41E-21	-1.875415987	2.93E-21	-0.927090805	1.26E-11	-1.162990085	2.72E-14	-2.473502067	6.25E-26	-1.758525051	1.46E-20	-1.925118354	3.84E-22	-2.135150468	1.25E-23	-0.04682872	0.921660782	0.901496462	4.51E-06	0.665597181	0.000202253	0.714977016	6.60E-05	0.548383714	0.00688102	0.338351599	0.120007586
YGR215W	RSM27          Mitochondrial ribosomal protein of the small subunit	-1.4302718	3.62E-12	-1.607552662	3.32E-13	-1.042773584	2.61E-08	-1.399078476	2.02E-11	-1.291150542	5.33E-11	-0.960245232	6.29E-08	-0.662428043	5.91E-05	-0.931702221	1.10E-07	-0.177280858	0.746251163	0.38749822	0.184797882	0.031193328	0.929111494	0.33090531	0.244592847	0.6287225	0.04450188	0.359448321	0.292867966
YGR216C	GPI1          Membrane protein involved in the synthesis of GlcNAc-PI	0.44264441	0.00261759	0.255401627	0.078194836	0.135297929	0.362318618	0.240067307	0.102663663	-0.652741207	2.85E-05	-0.435302747	0.003381443	-0.571888126	0.000197151	-0.708143058	8.03E-06	-0.18724278	0.683583673	-0.307346478	0.261346977	-0.2025771	0.452176966	0.21743846	0.446965884	0.080853081	0.86545403	-0.05540185	0.906647149
YGR217W	CCH1          Voltage-gated high-affinity calcium channel	0.47819707	5.98E-07	0.269119299	0.002298011	0.424650882	6.35E-06	0.300868109	0.000772229	-0.676999464	2.75E-10	-0.68717279	2.06E-10	-0.962655214	1.20E-14	-0.96222183	7.57E-15	-0.209077776	0.319083339	-0.053546193	0.786378568	-0.177328966	0.242879449	-0.010173326	0.96096873	-0.28565575	0.11805148	-0.285222366	0.112588341
YGR218W	"CRM1          Nuclear export factor, exportin"	0.34430136	0.00018647	0.329081658	0.000332617	0.103169565	0.247982517	0.324053908	0.000466185	0.706158867	1.05E-10	0.685926088	2.80E-10	0.750646424	1.94E-11	0.728699257	4.73E-11	-0.015219701	0.975138511	-0.241131795	0.13276987	-0.020247452	0.917998282	-0.020232778	0.922052062	0.044487557	0.87511284	0.02254039	0.937388644
YGR220C	MRPL9          Mitochondrial ribosomal protein of the large subunit	-1.059872	3.84E-12	-1.108116609	1.71E-12	-0.417874931	0.00059266	-0.767116983	3.21E-08	-0.101462706	0.372102455	-0.13322471	0.248417172	0.336509845	0.003751935	0.155863489	0.1717622	-0.04824461	0.930045101	0.641997068	0.001543102	0.292755016	0.14850713	-0.031762005	0.906744027	0.437972551	0.05741769	0.257326195	0.310498628
YGR221C	TOS2          Protein involved in localization of Cdc24p to the site of bud growth	0.30912533	0.01158744	0.374146999	0.002893782	0.743673549	1.18E-07	0.562295591	1.60E-05	-1.466986012	7.31E-15	-1.104705155	1.97E-11	-1.315772333	2.83E-13	-1.467139132	2.07E-15	0.065021666	0.906632163	0.434548217	0.044176729	0.253170258	0.235835389	0.362280857	0.117791416	0.151213679	0.68167841	-0.00015312	0.999986495
YGR222W	PET54          Mitochondrial inner membrane protein	0.36035945	0.00972314	0.08473894	0.555596654	0.280413392	0.05182902	-0.190804177	0.193428327	0.891321177	1.98E-08	0.496442056	0.000463285	1.112970709	1.13E-10	0.994310016	1.51E-09	-0.27562051	0.450883409	-0.079946058	0.806412353	-0.551163627	0.019492633	-0.394879121	0.10013132	0.221649532	0.51286849	0.102988839	0.790692566
YGR223C	"HSV2          Phosphatidylinositol 3,5-bisphosphate-binding protein"	0.70628986	6.56E-08	1.100408001	9.32E-13	0.507542543	4.26E-05	0.195087102	0.092638868	1.028613443	3.14E-12	0.853587056	9.42E-10	0.942621328	4.73E-11	0.986632655	6.02E-12	0.394118142	0.101156614	-0.198747316	0.37597548	-0.511202758	0.007380662	-0.175026387	0.432858569	-0.085992115	0.80079107	-0.041980788	0.907881081
YGR225W	AMA1          Activator of meiotic anaphase promoting complex (APC/C)	2.04261196	6.91E-06	1.096950645	0.015544529	0.404268566	0.389783217	0.510080014	0.263584901	2.71545561	8.77E-09	2.003662976	6.61E-06	3.215255608	1.04E-11	3.241529607	5.43E-12	-0.94566132	0.419921789	-1.638343398	0.039239753	-1.53253195	0.040101096	-0.711792634	0.398736452	0.499799998	0.6706376	0.526073997	0.628703114
YGR227W	"DIE2          Dolichyl-phosphoglucose-dependent alpha-1,2-glucosyltransferase"	0.53506821	1.36E-05	0.471009864	0.000100382	0.648087418	5.56E-07	0.497855414	5.33E-05	-0.053499739	0.645868395	-0.096797571	0.407882945	0.043148262	0.71688036	-0.224822782	0.050145562	-0.064058347	0.903688691	0.113019207	0.642692001	-0.037212797	0.881222675	-0.043297832	0.872578687	0.096648	0.77164667	-0.171323043	0.546766139
YGR229C	SMI1          Protein involved in the regulation of cell wall synthesis	-0.4740211	0.00064542	-0.820133702	1.13E-07	-0.511456121	0.000278351	-0.387685102	0.004930144	-1.19215147	1.03E-11	-0.848828105	4.91E-08	-1.229058851	4.20E-12	-0.980223227	1.53E-09	-0.346112618	0.27640853	-0.037435037	0.912759539	0.086335982	0.756569623	0.343323365	0.156233258	-0.036907381	0.93812845	0.211928242	0.519938345
YGR230W	BNS1          Protein of unknown function	-0.4840923	0.05940947	-0.921708861	0.001079823	0.173182967	0.554100911	0.506651588	0.064321375	-0.537554373	0.038702402	-1.46190068	1.96E-06	0.038670044	0.895492332	-0.129011924	0.650281464	-0.437616512	0.566063097	0.657275316	0.190130352	0.990743937	0.025058085	-0.924346307	0.046504944	0.576224417	0.36359661	0.408542449	0.536096362
YGR231C	PHB2          Subunit of the prohibitin complex (Phb1p-Phb2p)	0.13337217	0.27963416	-0.023951229	0.854460201	0.09031352	0.476993078	0.064748566	0.619342455	0.73983884	1.10E-07	0.775193428	4.59E-08	0.758717087	6.57E-08	0.817702863	1.05E-08	-0.157323402	0.69077718	-0.043058652	0.886346141	-0.068623606	0.791939683	0.035354588	0.902531966	0.018878247	0.96681485	0.077864023	0.828657942
YGR232W	NAS6          Evolutionarily conserved 19S regulatory particle assembly-chaperone	0.86252283	4.44E-10	0.746485381	1.87E-08	0.884249549	3.01E-10	0.526775666	1.88E-05	0.686122551	9.62E-08	0.546358553	8.56E-06	0.728783538	2.60E-08	0.52244724	1.55E-05	-0.116037449	0.772191313	0.02172672	0.939054342	-0.335747163	0.080038829	-0.139763998	0.541258357	0.042660987	0.91435646	-0.163675311	0.558168287
YGR233C	PHO81          Cyclin-dependent kinase (CDK) inhibitor	-0.1984706	0.01985902	-0.241380428	0.005457123	0.423600165	4.32E-06	0.18167064	0.036268143	0.416523504	4.95E-06	0.714498187	2.22E-11	0.127743761	0.12672447	0.728808864	1.23E-11	-0.04290982	0.909373727	0.622070773	5.07E-05	0.380141248	0.007609704	0.297974683	0.037559468	-0.288779743	0.09314731	0.312285361	0.065961477
YGR234W	YHB1          Nitric oxide oxidoreductase	3.04609331	4.99E-14	0.98337678	0.013954542	2.887952894	4.64E-12	2.244049309	1.06E-10	1.469354417	1.26E-05	0.038372981	0.933942722	3.20366415	8.13E-14	1.788853507	2.10E-08	-2.06271653	0.002067996	-0.158140416	0.841282679	-0.802044001	0.105124809	-1.430981436	0.027466965	1.734309734	0.00570334	0.319499091	0.692219442
YGR235C	MIC26          Component of the MICOS complex	0.4066552	0.00156129	0.43508337	0.000831163	0.301972317	0.018721758	0.012639609	0.92950429	0.660743497	1.58E-06	0.542397432	4.51E-05	0.60573831	8.05E-06	0.649096679	2.27E-06	0.02842817	0.96818567	-0.104682883	0.706890182	-0.394015591	0.066245321	-0.118346066	0.65240001	-0.055005187	0.89439287	-0.011646819	0.979181822
YGR237C	YGR237C          Putative protein of unknown function	0.7705454	6.98E-07	0.524684565	0.000307232	0.508227923	0.000523586	0.228716356	0.110148734	1.582932124	2.10E-15	0.855333408	6.34E-08	1.706479564	1.66E-16	1.593579075	1.28E-15	-0.245860839	0.525942177	-0.262317481	0.330920963	-0.541829048	0.021046181	-0.727598715	0.001557365	0.12354744	0.75600057	0.010646951	0.983068036
YGR238C	KEL2          Protein that negatively regulates mitotic exit	-2.2203846	1.19E-13	-2.222906129	3.03E-13	-2.171042242	1.40E-12	-1.886492056	1.02E-11	-2.332285065	3.49E-14	-1.628527802	3.24E-10	-1.715828597	2.12E-10	-1.366640577	8.00E-09	-0.002521524	0.997629952	0.049342363	0.931010235	0.333892549	0.394105021	0.703757264	0.059165031	0.616456469	0.19922186	0.965644489	0.018637964
YGR239C	PEX21          Peroxin required for peroxisomal matrix protein targeting	0.82110904	0.00040005	1.432560806	5.42E-08	0.756672323	0.000807356	0.539937587	0.012738302	-2.01444522	1.56E-09	-1.716276225	6.09E-08	-2.20882113	4.54E-11	-3.072058004	2.26E-15	0.611451768	0.24140284	-0.064436715	0.908829182	-0.281171451	0.493760891	0.298168995	0.613693	-0.19437591	0.82239784	-1.057612784	0.066933392
YGR240C	PFK1          Alpha subunit of heterooctameric phosphofructokinase	-0.2866713	0.0265844	-0.237718918	0.065703756	-0.016357651	0.904861595	0.033005382	0.814039282	0.798875678	6.59E-08	0.762685353	2.06E-07	0.684921666	1.45E-06	0.526615661	0.000104727	0.048952366	0.938174202	0.270313633	0.26723715	0.319676666	0.153008306	-0.036190325	0.905864383	-0.113954012	0.76011829	-0.272260017	0.350257344
YGR240C-A	YGR240C-A          NA	0.23915282	0.66440991	1.026183226	0.130302598	-0.41837256	0.512325768	-0.30828677	0.650248826	0.824291783	0.111410479	1.888109943	0.002664067	1.006002944	0.05918424	0.948828479	0.084972654	0.787030408	0.687678603	-0.657525378	0.589332013	-0.547439588	0.639363221	1.06381816	0.332240607	0.181711161	0.92296261	0.124536696	0.941315377
YGR241C	"YAP1802          Protein of the AP180 family, involved in clathrin cage assembly"	0.38971145	3.52E-06	0.514517611	1.34E-08	0.152378657	0.050818192	0.014243998	0.868579576	0.781951493	9.15E-14	0.539284213	3.94E-09	1.06580489	3.34E-18	0.82527697	1.76E-14	0.124806162	0.574409194	-0.237332791	0.087014947	-0.37546745	0.003778947	-0.24266728	0.068493246	0.283853397	0.06638397	0.043325477	0.851155889
YGR243W	MPC3          Highly conserved subunit of the mitochondrial pyruvate carrier (MPC)	3.54818047	4.22E-19	4.755046524	1.05E-22	2.434649202	2.82E-12	2.07939883	1.11E-07	2.54131248	2.82E-14	2.054187011	1.07E-10	4.032965391	2.18E-20	4.451632139	9.06E-20	1.206866057	0.009001611	-1.113531265	0.014314878	-1.468781636	0.005885663	-0.487125469	0.305844241	1.491652911	0.00200293	1.910319659	0.00041064
YGR244C	LSC2          Beta subunit of succinyl-CoA ligase	1.29330545	1.63E-17	1.25006211	5.39E-17	1.364570719	3.24E-18	1.299703786	4.92E-17	0.943342507	3.42E-13	0.666701175	5.31E-09	1.110520879	1.79E-15	1.214523903	1.07E-16	-0.043243337	0.920088942	0.071265272	0.741252547	0.006398339	0.976479022	-0.276641331	0.102144398	0.167178372	0.47334261	0.271181396	0.180879406
YGR245C	SDA1          Protein required for actin organization and passage through Start	-1.8377849	1.55E-16	-2.223380441	5.10E-19	-2.320825891	1.47E-19	-1.146133858	2.31E-10	-6.197443438	1.80E-31	-5.387019803	2.64E-30	-6.071258717	2.04E-31	-5.813401682	4.28E-31	-0.385595577	0.248703564	-0.483041026	0.059781314	0.691651007	0.004008989	0.810423636	0.010724327	0.126184721	0.84333811	0.384041756	0.40440481
YGR246C	BRF1          TFIIIB B-related factor	-0.1162411	0.3979702	-0.307886397	0.025266389	-0.473772849	0.000929045	-0.426148104	0.002562708	-0.441008655	0.001811024	-0.548702536	0.000135767	-0.744620131	1.30E-06	-0.399894657	0.003616161	-0.191645311	0.648650982	-0.357531763	0.15512241	-0.309907018	0.194828874	-0.107693881	0.719114318	-0.303611476	0.34355899	0.041113998	0.924927342
YGR247W	CPD1          Cyclic nucleotide phosphodiesterase	-0.8001222	2.43E-09	-0.494606614	3.83E-05	-0.786590407	1.10E-08	-0.586135262	2.55E-06	0.245882257	0.023050774	-0.319005905	0.004561894	0.353799327	0.001666355	-0.107631487	0.325574233	0.305515634	0.237226284	0.013531842	0.963110468	0.213986987	0.285070319	-0.564888162	0.002022967	0.10791707	0.72787421	-0.353513744	0.114635761
YGR248W	SOL4          6-phosphogluconolactonase	8.09364288	1.06E-30	1.548347491	0.000249408	7.768077048	3.61E-28	6.53388265	8.27E-25	7.346466805	1.65E-29	0.565141894	0.208714846	9.071828881	8.57E-32	7.070977702	2.06E-27	-6.545295393	1.78E-11	-0.325565835	0.758944547	-1.559760234	0.041463405	-6.781324912	4.96E-12	1.725362076	0.04734001	-0.275489103	0.838210672
YGR249W	MGA1          Protein similar to heat shock transcription factor	2.42128683	3.56E-11	1.172853807	0.000294055	0.82094343	0.010149862	0.705441106	0.037856792	-0.884169417	0.009859455	-1.898622777	7.38E-06	0.216565011	0.510768366	-0.408204175	0.257062272	-1.24843302	0.033485308	-1.600343397	0.002313426	-1.715845721	0.001198973	-1.01445336	0.121586252	1.100734428	0.1105265	0.475965243	0.593229759
YGR250C	RIE1          RNA binding protein and negative regulator of START	0.76820845	3.60E-05	0.850719696	7.41E-06	0.349080536	0.055678058	0.294377533	0.099448495	1.17721032	7.79E-09	0.193884628	0.277493269	0.631532569	0.000589225	1.077507615	4.48E-08	0.082511247	0.916640795	-0.419127913	0.204536105	-0.473830917	0.115342379	-0.983325692	0.000826777	-0.545677752	0.14320508	-0.099702705	0.846521749
YGR251W	NOP19          Ribosome biogenesis factor	-1.7139772	1.10E-10	-1.750458163	1.20E-10	-2.010843022	9.66E-12	-1.726184466	2.44E-10	-3.094085841	6.17E-17	-2.109663178	5.34E-13	-3.234101986	6.18E-17	-2.903255641	1.86E-16	-0.036480951	0.975138511	-0.29686581	0.508679066	-0.012207254	0.979472974	0.984422663	0.012563319	-0.140016145	0.86767844	0.1908302	0.783461147
YGR252W	GCN5          Catalytic subunit of ADA and SAGA histone acetyltransferase complexes	-0.0594934	0.55044509	-0.022322113	0.830471424	-0.03465378	0.74022681	-0.004446362	0.967805286	-0.178265815	0.070509607	-0.063444724	0.530705964	-0.174671606	0.078868681	-0.169717465	0.083904467	0.037171262	0.938382354	0.024839595	0.921404886	0.055047013	0.791939683	0.11482109	0.569531043	0.003594208	0.99432848	0.008548349	0.980858021
YGR253C	PUP2          Alpha 5 subunit of the 20S proteasome	-0.0147029	0.8910996	-0.141470045	0.175414555	-0.610632533	3.04E-07	-0.615314119	2.50E-07	0.408209773	0.000154167	0.488507371	1.12E-05	0.105053073	0.309215224	0.157912359	0.121523578	-0.12676719	0.708444269	-0.595929677	0.001070942	-0.600611264	0.000625421	0.080297598	0.720583428	-0.303156699	0.17140844	-0.250297414	0.262423003
